text,label
"ยืนยันการชำระเงินสำเร็จ ยอด 1200 บาท เมื่อ 18/05/2026",legitimate
"เรียนลูกค้า กรุงเทพ กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ rebrand.ly/kyc100763 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"คุณได้รับสิทธิ์เงินช่วยเหลือ 80,000 บาท กรุณาโอนค่าดำเนินการ 99 บาทก่อน",scam
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 199 บาท",scam
"เรียนลูกค้า Krungthai กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ shorturl.at/kyc100974 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"รับงานพิมพ์ที่บ้าน จ่ายค่าระบบ 99 บาท แล้วเริ่มงานได้ทันที",scam
"พบการเข้าสู่ระบบผิดปกติใน พอร์ทัลลูกค้า โปรดกรอก OTP ที่ tinyurl.com/verify101834 ทันที",phishing
"พบการเข้าสู่ระบบผิดปกติใน แอปธนาคาร โปรดกรอก OTP ที่ rebrand.ly/verify102347 ทันที",phishing
"งานเสริมออนไลน์ รายได้วันละ 100 บาท โอนค่าสมัคร 49 บาท เริ่มงานทันที",scam
"Flash Sale เครื่องใช้ไฟฟ้า จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ระบบจะปิดปรับปรุงวันที่ 18/05/2026 เวลา 09:00 - 14:30 น.",legitimate
"คอร์สออนไลน์ใหม่ ลดราคา 10% สำหรับ 100 คนแรก",spam
"ลงทุนวันนี้ รับผลตอบแทน 30% ต่อเดือน ถอนกำไรได้ทุกวัน",scam
"ใบเสร็จค่าบริการ อินเทอร์เน็ต ประจำเดือนถูกส่งเข้าอีเมลของคุณแล้ว",legitimate
"ร้านของเราจัดดีลพิเศษสำหรับ ประกัน สมัครวันนี้รับส่วนลดทันที",spam
"เรียนลูกค้า กรุงศรี กรุณาอัปเดตข้อมูล KYC ผ่านลิงก์ s.id/kyc100400 เพื่อหลีกเลี่ยงการระงับบริการ",phishing
"พัสดุจาก Flash ตกค้าง ชำระค่าธรรมเนียม 499 บาทที่ shorturl.at/pay101681",scam
"บัญชีพร้อมเพย์ของคุณมีความเสี่ยง โปรดยืนยัน PIN ผ่าน tinyurl.com/pin100975 ภายในวันนี้",phishing
"พบการเข้าสู่ระบบผิดปกติใน LINE โปรดกรอก OTP ที่ rebrand.ly/verify100351 ทันที",phishing
"งานเสริมออนไลน์ รายได้วันละ 800 บาท โอนค่าสมัคร 99 บาท เริ่มงานทันที",scam
"Flash Sale เครื่องใช้ไฟฟ้า จำนวนจำกัด รีบสั่งก่อนหมด",spam
"ยืนยันการชำระเงินสำเร็จ ยอด 500 บาท เมื่อ 12/05/2026",legitimate
"สมาชิกใหม่รับเครดิตฟรี 800 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"คอร์สออนไลน์ใหม่ ลดราคา 50% สำหรับ 100 คนแรก",spam
"ดีลพิเศษส่งฟรีทุกออเดอร์ เมื่อซื้อครบ 800 บาท",spam
"อนุมัติสินเชื่อด่วนวงเงิน 30,000 บาท ไม่เช็กบูโร ทักไลน์ด่วนตอนนี้",scam
"ยืนยันตัวตน e-KYC ด่วนผ่าน cutt.ly/ekyc104164 ไม่เช่นนั้นจะใช้งานแอปไม่ได้",phishing
"แจ้งเตือนจาก ttb: หากไม่ยืนยันข้อมูลส่วนตัวใน 30 นาที บัญชีจะถูกล็อก rebrand.ly/k103012",phishing
"กลุ่มปิดหุ้นวงใน กำไรการันตี สมัครสมาชิกเพียง 19 บาท",scam
"ร้านของเราจัดดีลพิเศษสำหรับ แพ็กเกจมือถือ สมัครวันนี้รับส่วนลดทันที",spam
"สมาชิกใหม่รับเครดิตฟรี 1500 บาท เพียงลงทะเบียนและยืนยันเบอร์",spam
"บัญชี Krungthai ของคุณถูกระงับชั่วคราว กรุณายืนยันตัวตนผ่าน tinyurl.com/auth101310 ภายใน 48 ชม.",phishing
